"estados","cidades"
"Mato Grosso do Sul","Antônio João"
"Mato Grosso do Sul","Santa Rita do Pardo"
"Mato Grosso do Sul","Itaquiraí"
"Mato Grosso do Sul","Japorã"
"Mato Grosso do Sul","Dourados"
"Mato Grosso do Sul","Coxim"
"Mato Grosso do Sul","Coronel Sapucaia"
"Mato Grosso do Sul","Ponta Porã"
"Mato Grosso do Sul","Sonora"
"Mato Grosso do Sul","Terenos"
"Mato Grosso do Sul","Nova Alvorada do Sul"
"Mato Grosso do Sul","Vicentina"
"Mato Grosso do Sul","Batayporã"
"Mato Grosso do Sul","Camapuã"
"Mato Grosso do Sul","Ladário"
"Mato Grosso do Sul","Bonito"
"Mato Grosso do Sul","Nioaque"
"Mato Grosso do Sul","Dois Irmãos do Buriti"
"Mato Grosso do Sul","Naviraí"
"Mato Grosso do Sul","Bodoquena"
"Mato Grosso do Sul","Jateí"
"Mato Grosso do Sul","Chapadão do Sul"
"Mato Grosso do Sul","Campo Grande"
"Mato Grosso do Sul","Bela Vista"
"Mato Grosso do Sul","Juti"
"Mato Grosso do Sul","Brasilândia"
"Mato Grosso do Sul","Três Lagoas"
"Mato Grosso do Sul","Bataguassu"
"Mato Grosso do Sul","Bandeirantes"
"Mato Grosso do Sul","Porto Murtinho"
"Mato Grosso do Sul","Mundo Novo"
"Mato Grosso do Sul","Jaraguari"
"Mato Grosso do Sul","Corumbá"
"Mato Grosso do Sul","Iguatemi"
"Mato Grosso do Sul","Ivinhema"
"Mato Grosso do Sul","Costa Rica"
"Mato Grosso do Sul","Angélica"
"Mato Grosso do Sul","Água Clara"
"Mato Grosso do Sul","Anaurilândia"
"Mato Grosso do Sul","Alcinópolis"
"Mato Grosso do Sul","Rio Brilhante"
"Mato Grosso do Sul","Deodápolis"
"Mato Grosso do Sul","Fátima do Sul"
"Mato Grosso do Sul","Guia Lopes da Laguna"
"Mato Grosso do Sul","Itaporã"
"Mato Grosso do Sul","Amambai"
"Mato Grosso do Sul","Selvíria"
"Mato Grosso do Sul","Rio Verde de Mato Grosso"
"Mato Grosso do Sul","Cassilândia"
"Mato Grosso do Sul","Aral Moreira"
"Mato Grosso do Sul","Paranaíba"
"Mato Grosso do Sul","Paranhos"
"Mato Grosso do Sul","Aquidauana"
"Mato Grosso do Sul","Pedro Gomes"
"Mato Grosso do Sul","Nova Andradina"
"Mato Grosso do Sul","Aparecida do Taboado"
"Mato Grosso do Sul","Novo Horizonte do Sul"
"Mato Grosso do Sul","Caracol"
"Mato Grosso do Sul","Miranda"
"Mato Grosso do Sul","Laguna Carapã"
"Mato Grosso do Sul","São Gabriel do Oeste"
"Mato Grosso do Sul","Taquarussu"
"Mato Grosso do Sul","Maracaju"
"Mato Grosso do Sul","Jardim"
"Mato Grosso do Sul","Caarapó"
"Mato Grosso do Sul","Anastácio"
"Mato Grosso do Sul","Rio Negro"
"Mato Grosso do Sul","Sete Quedas"
"Mato Grosso do Sul","Figueirão"
"Mato Grosso do Sul","Eldorado"
"Mato Grosso do Sul","Corguinho"
"Mato Grosso do Sul","Paraíso das Águas"
"Mato Grosso do Sul","Inocência"
"Mato Grosso do Sul","Glória de Dourados"
"Mato Grosso do Sul","Douradina"
"Amazonas","Benjamin Constant"
"Amazonas","Parintins"
"Amazonas","Nhamundá"
"Amazonas","Tapauá"
"Amazonas","Careiro da Várzea"
"Amazonas","Itamarati"
"Amazonas","Humaitá"
"Amazonas","Careiro"
"Amazonas","Codajás"
"Amazonas","Manacapuru"
"Amazonas","Maués"
"Amazonas","Japurá"
"Amazonas","Lábrea"
"Amazonas","Uarini"
"Amazonas","Presidente Figueiredo"
"Amazonas","Itapiranga"
"Amazonas","Maraã"
"Amazonas","Carauari"
"Amazonas","Boa Vista do Ramos"
"Amazonas","Fonte Boa"
"Amazonas","Guajará"
"Amazonas","Coari"
"Amazonas","São Sebastião do Uatumã"
"Amazonas","Silves"
"Amazonas","Urucurituba"
"Amazonas","Nova Olinda do Norte"
"Amazonas","Pauini"
"Amazonas","Anori"
"Amazonas","Boca do Acre"
"Amazonas","Novo Aripuanã"
"Amazonas","Santo Antônio do Içá"
"Amazonas","Tefé"
"Amazonas","São Paulo de Olivença"
"Amazonas","Canutama"
"Amazonas","Barreirinha"
"Amazonas","Autazes"
"Amazonas","Rio Preto da Eva"
"Amazonas","Tonantins"
"Amazonas","Manaus"
"Amazonas","Juruá"
"Amazonas","Tabatinga"
"Amazonas","Ipixuna"
"Amazonas","Iranduba"
"Amazonas","Anamã"
"Amazonas","Eirunepé"
"Amazonas","Caapiranga"
"Amazonas","Beruri"
"Amazonas","Itacoatiara"
"Amazonas","Amaturá"
"Amazonas","Envira"
"Amazonas","Alvarães"
"Amazonas","Manaquiri"
"Amazonas","Jutaí"
"Amazonas","Manicoré"
"Amazonas","Barcelos"
"Amazonas","Borba"
"Amazonas","Atalaia do Norte"
"Amazonas","São Gabriel da Cachoeira"
"Amazonas","Apuí"
"Amazonas","Urucará"
"Amazonas","Santa Isabel do Rio Negro"
"Amazonas","Novo Airão"
"Sergipe","Campo do Brito"
"Sergipe","Salgado"
"Sergipe","Santo Amaro das Brotas"
"Sergipe","Carira"
"Sergipe","Riachão do Dantas"
"Sergipe","Indiaroba"
"Sergipe","Poço Redondo"
"Sergipe","Graccho Cardoso"
"Sergipe","Feira Nova"
"Sergipe","Tomar do Geru"
"Sergipe","Simão Dias"
"Sergipe","Areia Branca"
"Sergipe","Malhador"
"Sergipe","Neópolis"
"Sergipe","Nossa Senhora do Socorro"
"Sergipe","Japaratuba"
"Sergipe","Monte Alegre de Sergipe"
"Sergipe","Nossa Senhora Aparecida"
"Sergipe","Pacatuba"
"Sergipe","Nossa Senhora da Glória"
"Sergipe","Malhada dos Bois"
"Sergipe","Muribeca"
"Sergipe","Itaporanga d'Ajuda"
"Sergipe","Siriri"
"Sergipe","Arauá"
"Sergipe","Umbaúba"
"Sergipe","Frei Paulo"
"Sergipe","Ilha das Flores"
"Sergipe","Propriá"
"Sergipe","Pirambu"
"Sergipe","Itabaiana"
"Sergipe","Canhoba"
"Sergipe","Cumbe"
"Sergipe","Carmópolis"
"Sergipe","Santa Rosa de Lima"
"Sergipe","Rosário do Catete"
"Sergipe","Poço Verde"
"Sergipe","Estância"
"Sergipe","General Maynard"
"Sergipe","Pedrinhas"
"Sergipe","Riachuelo"
"Sergipe","Boquim"
"Sergipe","São Cristóvão"
"Sergipe","Santa Luzia do Itanhy"
"Sergipe","Capela"
"Sergipe","Cristinápolis"
"Sergipe","São Francisco"
"Sergipe","Moita Bonita"
"Sergipe","Nossa Senhora de Lourdes"
"Sergipe","Japoatã"
"Sergipe","Itabaianinha"
"Sergipe","Laranjeiras"
"Sergipe","São Miguel do Aleixo"
"Sergipe","Barra dos Coqueiros"
"Sergipe","Tobias Barreto"
"Sergipe","Aquidabã"
"Sergipe","Telha"
"Sergipe","Amparo de São Francisco"
"Sergipe","Brejo Grande"
"Sergipe","Aracaju"
"Sergipe","Nossa Senhora das Dores"
"Sergipe","Itabi"
"Sergipe","Lagarto"
"Sergipe","Maruim"
"Sergipe","Macambira"
"Sergipe","Cedro de São João"
"Sergipe","Santana do São Francisco"
"Sergipe","Canindé de São Francisco"
"Sergipe","Ribeirópolis"
"Sergipe","São Domingos"
"Sergipe","Porto da Folha"
"Sergipe","Gararu"
"Sergipe","Divina Pastora"
"Sergipe","Pedra Mole"
"Sergipe","Pinhão"
"Rio de Janeiro","Barra do Piraí"
"Rio de Janeiro","Angra dos Reis"
"Rio de Janeiro","Cabo Frio"
"Rio de Janeiro","Aperibé"
"Rio de Janeiro","Comendador Levy Gasparian"
"Rio de Janeiro","Paraíba do Sul"
"Rio de Janeiro","Pinheiral"
"Rio de Janeiro","Iguaba Grande"
"Rio de Janeiro","Santa Maria Madalena"
"Rio de Janeiro","Natividade"
"Rio de Janeiro","Nova Iguaçu"
"Rio de Janeiro","Piraí"
"Rio de Janeiro","Três Rios"
"Rio de Janeiro","Duas Barras"
"Rio de Janeiro","Carmo"
"Rio de Janeiro","São Pedro da Aldeia"
"Rio de Janeiro","Italva"
"Rio de Janeiro","Macuco"
"Rio de Janeiro","Macaé"
"Rio de Janeiro","Silva Jardim"
"Rio de Janeiro","Itaguaí"
"Rio de Janeiro","São João da Barra"
"Rio de Janeiro","Seropédica"
"Rio de Janeiro","Trajano de Moraes"
"Rio de Janeiro","São João de Meriti"
"Rio de Janeiro","Saquarema"
"Rio de Janeiro","Areal"
"Rio de Janeiro","Itaocara"
"Rio de Janeiro","Magé"
"Rio de Janeiro","São José do Vale do Rio Preto"
"Rio de Janeiro","Cardoso Moreira"
"Rio de Janeiro","Casimiro de Abreu"
"Rio de Janeiro","Duque de Caxias"
"Rio de Janeiro","Volta Redonda"
"Rio de Janeiro","Rio de Janeiro"
"Rio de Janeiro","Paracambi"
"Rio de Janeiro","Porciúncula"
"Rio de Janeiro","Santo Antônio de Pádua"
"Rio de Janeiro","Nova Friburgo"
"Rio de Janeiro","Miracema"
"Rio de Janeiro","Araruama"
"Rio de Janeiro","Arraial do Cabo"
"Rio de Janeiro","Bom Jesus do Itabapoana"
"Rio de Janeiro","Nilópolis"
"Rio de Janeiro","Paty do Alferes"
"Rio de Janeiro","Rio Bonito"
"Rio de Janeiro","Paraty"
"Rio de Janeiro","São José de Ubá"
"Rio de Janeiro","Quissamã"
"Rio de Janeiro","São Francisco de Itabapoana"
"Rio de Janeiro","Rio das Flores"
"Rio de Janeiro","São Gonçalo"
"Rio de Janeiro","Barra Mansa"
"Rio de Janeiro","Belford Roxo"
"Rio de Janeiro","Cachoeiras de Macacu"
"Rio de Janeiro","Porto Real"
"Rio de Janeiro","Miguel Pereira"
"Rio de Janeiro","Sumidouro"
"Rio de Janeiro","São Sebastião do Alto"
"Rio de Janeiro","Laje do Muriaé"
"Rio de Janeiro","Maricá"
"Rio de Janeiro","Tanguá"
"Rio de Janeiro","Cordeiro"
"Rio de Janeiro","Valença"
"Rio de Janeiro","Rio das Ostras"
"Rio de Janeiro","Armação dos Búzios"
"Rio de Janeiro","Varre-Sai"
"Rio de Janeiro","Quatis"
"Rio de Janeiro","Itaboraí"
"Rio de Janeiro","Cantagalo"
"Rio de Janeiro","Guapimirim"
"Rio de Janeiro","Carapebus"
"Rio de Janeiro","Vassouras"
"Rio de Janeiro","Conceição de Macabu"
"Rio de Janeiro","Campos dos Goytacazes"
"Rio de Janeiro","Engenheiro Paulo de Frontin"
"Rio de Janeiro","Mangaratiba"
"Rio de Janeiro","Sapucaia"
"Rio de Janeiro","Itaperuna"
"Rio de Janeiro","Mendes"
"Rio de Janeiro","Itatiaia"
"Rio de Janeiro","Mesquita"
"Rio de Janeiro","Teresópolis"
"Rio de Janeiro","Queimados"
"Rio de Janeiro","Bom Jardim"
"Rio de Janeiro","Cambuci"
"Rio de Janeiro","Japeri"
"Rio de Janeiro","Resende"
"Rio de Janeiro","Niterói"
"Rio de Janeiro","São Fidélis"
"Rio de Janeiro","Rio Claro"
"Rio de Janeiro","Petrópolis"
"Pará","Curralinho"
"Pará","Placas"
"Pará","Portel"
"Pará","Peixe-Boi"
"Pará","Oeiras do Pará"
"Pará","Capanema"
"Pará","Santa Maria do Pará"
"Pará","Goianésia do Pará"
"Pará","Xinguara"
"Pará","Abel Figueiredo"
"Pará","Bannach"
"Pará","Aveiro"
"Pará","Belém"
"Pará","Marituba"
"Pará","Santa Cruz do Arari"
"Pará","Prainha"
"Pará","Piçarra"
"Pará","Igarapé-Miri"
"Pará","Novo Progresso"
"Pará","Jacareacanga"
"Pará","Monte Alegre"
"Pará","Marapanim"
"Pará","Gurupá"
"Pará","Novo Repartimento"
"Pará","Itupiranga"
"Pará","Aurora do Pará"
"Pará","São Sebastião da Boa Vista"
"Pará","Floresta do Araguaia"
"Pará","Anajás"
"Pará","Santa Maria das Barreiras"
"Pará","São Caetano de Odivelas"
"Pará","Rondon do Pará"
"Pará","Afuá"
"Pará","Tailândia"
"Pará","Augusto Corrêa"
"Pará","Anapu"
"Pará","Tucumã"
"Pará","Curionópolis"
"Pará","Ananindeua"
"Pará","Alenquer"
"Pará","Redenção"
"Pará","Santo Antônio do Tauá"
"Pará","Rio Maria"
"Pará","São Miguel do Guamá"
"Pará","Bom Jesus do Tocantins"
"Pará","Mojuí dos Campos"
"Pará","Jacundá"
"Pará","Inhangapi"
"Pará","Ulianópolis"
"Pará","Pacajá"
"Pará","Igarapé-Açu"
"Pará","Maracanã"
"Pará","Moju"
"Pará","Bujaru"
"Pará","Santa Bárbara do Pará"
"Pará","Santana do Araguaia"
"Pará","Primavera"
"Pará","Barcarena"
"Pará","Santa Izabel do Pará"
"Pará","Cachoeira do Piriá"
"Pará","Vitória do Xingu"
"Pará","São João da Ponta"
"Pará","Nova Ipixuna"
"Pará","Santa Luzia do Pará"
"Pará","Canaã dos Carajás"
"Pará","Concórdia do Pará"
"Pará","Pau D'Arco"
"Pará","Conceição do Araguaia"
"Pará","Cametá"
"Pará","Oriximiná"
"Pará","Ponta de Pedras"
"Pará","Porto de Moz"
"Pará","Benevides"
"Pará","Bagre"
"Pará","Viseu"
"Pará","Salvaterra"
"Pará","Brejo Grande do Araguaia"
"Pará","Uruará"
"Pará","Santarém Novo"
"Pará","Garrafão do Norte"
"Pará","Tucuruí"
"Pará","Bragança"
"Pará","Eldorado do Carajás"
"Pará","Capitão Poço"
"Pará","Óbidos"
"Pará","Paragominas"
"Pará","São João de Pirabas"
"Pará","Quatipuru"
"Pará","Curuçá"
"Pará","Chaves"
"Pará","São Domingos do Capim"
"Pará","São Geraldo do Araguaia"
"Pará","Acará"
"Pará","Altamira"
"Pará","Senador José Porfírio"
"Pará","São Francisco do Pará"
"Pará","Palestina do Pará"
"Pará","Água Azul do Norte"
"Pará","Melgaço"
"Pará","Faro"
"Pará","Nova Esperança do Piriá"
"Pará","Cumaru do Norte"
"Pará","Brasil Novo"
"Pará","Itaituba"
"Pará","Parauapebas"
"Pará","Ipixuna do Pará"
"Pará","Muaná"
"Pará","Magalhães Barata"
"Pará","Dom Eliseu"
"Pará","Irituia"
"Pará","Mãe do Rio"
"Pará","Mocajuba"
"Pará","Limoeiro do Ajuru"
"Pará","Marabá"
"Pará","Juruti"
"Pará","Ourilândia do Norte"
"Pará","Medicilândia"
"Pará","Rurópolis"
"Pará","Breu Branco"
"Pará","Tracuateua"
"Pará","Almeirim"
"Pará","São Félix do Xingu"
"Pará","Abaetetuba"
"Pará","São João do Araguaia"
"Pará","Sapucaia"
"Pará","Soure"
"Pará","São Domingos do Araguaia"
"Pará","Ourém"
"Pará","Nova Timboteua"
"Pará","Curuá"
"Pará","Cachoeira do Arari"
"Pará","Castanhal"
"Pará","Colares"
"Pará","Terra Santa"
"Pará","Trairão"
"Pará","Breves"
"Pará","Baião"
"Pará","Bonito"
"Pará","Vigia"
"Pará","Salinópolis"
"Pará","Tomé-Açu"
"Pará","Terra Alta"
"Pará","Belterra"
"Pará","Santarém"
"Acre","Santa Rosa do Purus"
"Acre","Porto Walter"
"Acre","Rio Branco"
"Acre","Tarauacá"
"Acre","Senador Guiomard"
"Acre","Assis Brasil"
"Acre","Manoel Urbano"
"Acre","Sena Madureira"
"Acre","Brasiléia"
"Acre","Marechal Thaumaturgo"
"Acre","Xapuri"
"Acre","Capixaba"
"Acre","Jordão"
"Acre","Bujari"
"Acre","Mâncio Lima"
"Acre","Feijó"
"Acre","Epitaciolândia"
"Acre","Porto Acre"
"Acre","Cruzeiro do Sul"
"Acre","Acrelândia"
"Acre","Plácido de Castro"
"Acre","Rodrigues Alves"
"Rondônia","Espigão D'Oeste"
"Rondônia","Ji-Paraná"
"Rondônia","Parecis"
"Rondônia","Theobroma"
"Rondônia","Rolim de Moura"
"Rondônia","Costa Marques"
"Rondônia","Governador Jorge Teixeira"
"Rondônia","Monte Negro"
"Rondônia","Pimenteiras do Oeste"
"Rondônia","Nova União"
"Rondônia","Novo Horizonte do Oeste"
"Rondônia","Guajará-Mirim"
"Rondônia","Buritis"
"Rondônia","Cerejeiras"
"Rondônia","Alto Paraíso"
"Rondônia","São Francisco do Guaporé"
"Rondônia","Alvorada D'Oeste"
"Rondônia","Urupá"
"Rondônia","Pimenta Bueno"
"Rondônia","Rio Crespo"
"Rondônia","Teixeirópolis"
"Rondônia","Seringueiras"
"Rondônia","Itapuã do Oeste"
"Rondônia","Corumbiara"
"Rondônia","Ariquemes"
"Rondônia","Colorado do Oeste"
"Rondônia","Mirante da Serra"
"Rondônia","Vale do Anari"
"Rondônia","Cabixi"
"Rondônia","Porto Velho"
"Rondônia","Cacaulândia"
"Rondônia","São Felipe D'Oeste"
"Rondônia","Candeias do Jamari"
"Rondônia","Presidente Médici"
"Rondônia","Nova Brasilândia D'Oeste"
"Rondônia","Cujubim"
"Rondônia","Alta Floresta D'Oeste"
"Rondônia","Primavera de Rondônia"
"Rondônia","Jaru"
"Rondônia","Cacoal"
"Rondônia","Castanheiras"
"Rondônia","Campo Novo de Rondônia"
"Rondônia","Vilhena"
"Rondônia","Ouro Preto do Oeste"
"Rondônia","São Miguel do Guaporé"
"Rondônia","Alto Alegre dos Parecis"
"Rondônia","Santa Luzia D'Oeste"
"Rondônia","Chupinguaia"
"Rondônia","Ministro Andreazza"
"Rondônia","Nova Mamoré"
"Rondônia","Machadinho D'Oeste"
"Rondônia","Vale do Paraíso"
"Roraima","Pacaraima"
"Roraima","Normandia"
"Roraima","Rorainópolis"
"Roraima","Amajari"
"Roraima","Caroebe"
"Roraima","São João da Baliza"
"Roraima","Uiramutã"
"Roraima","Boa Vista"
"Roraima","Bonfim"
"Roraima","Mucajaí"
"Roraima","Iracema"
"Roraima","Cantá"
"Roraima","São Luiz"
"Roraima","Caracaraí"
"Roraima","Alto Alegre"
"Amapá","Mazagão"
"Amapá","Itaubal"
"Amapá","Cutias"
"Amapá","Macapá"
"Amapá","Porto Grande"
"Amapá","Tartarugalzinho"
"Amapá","Pedra Branca do Amapari"
"Amapá","Pracuúba"
"Amapá","Oiapoque"
"Amapá","Amapá"
"Amapá","Serra do Navio"
"Amapá","Calçoene"
"Amapá","Santana"
"Amapá","Vitória do Jari"
"Amapá","Ferreira Gomes"
"Amapá","Laranjal do Jari"
"Distrito Federal","Brasília"
